Date,G_Open,G_High,G_Low,G_Close,G_Adj Close,G_Vol.,US_Price,US_Open,US_High,US_Low,US_Vol.,US_Change %
2021-03-22,210.270004,210.919998,210.100006,210.919998,210.919998,11641,93.321,92.925,93.38,92.89,17120,0.39%
2021-03-19,208.960007,209.570007,208.800003,208.899994,208.899994,24788,92.956,92.73,92.98,92.72,19820,0.20%
2021-03-18,209.229996,209.490005,208.869995,208.960007,208.960007,19129,92.775,92.85,92.895,92.65,18990,-0.05%
2021-03-17,209,209.910004,208.770004,209.679993,209.679993,33239,92.826,92.595,92.94,92.52,27580,0.32%
2021-03-16,209,209.100006,208.600006,209,209,14282,92.53,92.43,92.63,92.35,19000,0.20%
2021-03-15,207.869995,208.619995,207.550003,208.270004,208.270004,15605,92.347,91.81,92.4,91.77,27710,0.66%
2021-03-12,206.740005,207.039993,206.210007,206.240005,206.240005,15664,91.741,92.105,92.175,91.695,28150,-0.20%
2021-03-11,208.5,209.25,208.5,208.949997,208.949997,18121,91.925,91.85,92.185,91.665,32380,0.06%
2021-03-10,207.669998,208.520004,207.509995,208.289993,208.289993,16236,91.87,91.38,91.93,91.29,37400,0.48%
2021-03-09,205.580002,206.429993,205.5,205.770004,205.770004,29987,91.435,91.875,92.015,91.365,31100,-0.48%
2021-03-08,207.059998,207.820007,206.699997,207.020004,207.020004,14487,91.88,91.82,92.045,91.67,24240,0.03%
2021-03-05,205.600006,205.75,204.559998,205.309998,205.309998,27382,91.852,91.64,91.855,91.64,1540,0.19%
2021-03-04,205.690002,206.139999,205,205.380005,205.380005,27264,91.678,91.43,91.97,91.405,8350,0.28%
2021-03-03,207.649994,208.059998,206.5,207.320007,207.320007,20741,91.418,91.855,91.895,91.37,40320,-0.45%
2021-03-02,207.169998,208.009995,205.899994,206.410004,206.410004,18427,91.828,92.035,92.25,91.77,48930,-0.15%
2021-03-01,210.020004,211.229996,209.229996,210.979996,210.979996,34100,91.964,92.445,92.53,91.92,41050,-0.40%
2021-02-26,210.220001,211.559998,209.800003,210.809998,210.809998,23808,92.334,91.94,92.44,91.865,41680,0.37%
2021-02-25,211.889999,211.889999,210.610001,210.610001,210.610001,15159,91.99,91.64,92.225,91.64,47690,0.38%
2021-02-24,213.559998,213.800003,212.850006,213.630005,213.630005,26610,91.644,91.025,91.695,90.985,36470,0.77%
2021-02-23,212.660004,214.5,212.660004,213.880005,213.880005,21940,90.942,90.8,91.075,90.635,28970,0.17%
2021-02-22,212,212,211.199997,211.639999,211.639999,44671,90.79,91.07,91.405,90.73,30960,-0.27%
2021-02-19,213.669998,213.679993,211.820007,212.630005,212.630005,42273,91.036,90.9,91.15,90.685,36780,0.17%
2021-02-18,214.479996,215.100006,214.050003,214.970001,214.970001,30467,90.882,90.335,90.98,90.135,49290,0.83%
2021-02-17,217.160004,217.369995,215.779999,216.350006,216.350006,31526,90.135,90.075,90.295,89.675,44240,-0.04%
2021-02-16,218.800003,219.020004,218.279999,218.970001,218.970001,27634,90.17,90.09,90.445,89.96,30510,0.00%
2021-02-15,219.839996,219.960007,219,219.160004,219.160004,24062,90.167,89.98,90.265,89.925,22810,0.19%
2021-02-12,220.520004,220.520004,220,220.279999,220.279999,22400,89.999,90.345,90.575,89.98,35650,-0.40%
2021-02-11,223.020004,223.5,221.850006,221.850006,221.850006,62002,90.363,90.54,90.66,90.165,27100,-0.26%
2021-02-10,222.470001,222.75,221.789993,222.610001,222.610001,16871,90.6,90.87,90.995,90.535,32790,-0.38%
2021-02-09,222.050003,222.919998,221.990005,222.770004,222.770004,15552,90.949,90.705,91.05,90.61,33420,0.49%
2021-02-08,221.270004,221.570007,220.350006,220.649994,220.649994,23708,90.503,90.31,90.63,90.095,30620,0.04%
2021-02-05,220.869995,221.300003,220.550003,221,221,27663,90.47,90.42,90.46,90.25,13830,0.00%
2021-02-04,224.960007,225,222.899994,223.080002,223.080002,26442,90.47,90.41,90.735,90.355,22470,0.06%
2021-02-03,225.759995,226.460007,225.630005,226.110001,226.110001,16358,90.413,90.45,90.48,90.25,18990,0.06%
2021-02-02,227.899994,228,226.279999,227.300003,227.300003,18524,90.363,90.455,90.515,90.235,24630,-0.07%
2021-02-01,226.919998,229.5,226.149994,227.570007,227.570007,28160,90.429,90.88,90.895,90.405,22450,-0.54%
2021-01-29,224.639999,225.5,224.240005,225.259995,225.259995,17354,90.919,91,91.225,90.88,29230,-0.12%
2021-01-28,224.759995,225.5,224.399994,225.270004,225.270004,71699,91.032,91.5,91.605,90.96,26220,-0.53%
2021-01-27,223.440002,223.889999,222.619995,223.25,223.25,16103,91.52,91.11,91.585,91.085,19390,0.41%
2021-01-25,225.100006,225.229996,223.919998,223.949997,223.949997,11949,91.148,91.035,91.305,90.98,21000,-0.04%
2021-01-22,225,225.350006,224.509995,225.020004,225.020004,21606,91.189,90.995,91.285,90.795,31190,0.24%
2021-01-21,225.639999,225.679993,224.830002,225.089996,225.089996,15280,90.975,90.545,91.05,90.49,26460,0.45%
2021-01-20,223.639999,224.259995,223.119995,224.050003,224.050003,18274,90.569,90.625,90.76,90.335,29380,0.16%
2021-01-19,223.960007,223.960007,222.660004,222.970001,222.970001,11902,90.427,90.755,90.855,90.375,33310,-0.23%
2021-01-18,221.979996,222.559998,219.039993,222.360001,222.360001,32857,90.64,90.165,90.88,90.13,47300,0.55%
2021-01-15,222.199997,223.300003,221.970001,223.25,223.25,13642,90.148,90.385,90.595,90.09,26460,-0.25%
2021-01-14,223.449997,223.449997,221.339996,222.130005,222.130005,36511,90.373,90.195,90.51,90.075,18840,0.18%
2021-01-13,223.380005,224.139999,223.240005,223.960007,223.960007,12294,90.212,90.075,90.3,90.05,22630,0.09%
2021-01-12,224.199997,225.229996,223.669998,225.229996,225.229996,58445,90.127,90.4,90.405,90.03,22290,-0.38%
2021-01-11,224.039993,224.039993,220.610001,222.830002,222.830002,59411,90.469,90.388,90.69,90.248,46540,-0.01%
2021-01-08,230.809998,231.009995,229.699997,229.990005,229.990005,25114,90.476,90.7,90.745,90.38,29110,-0.31%
2021-01-07,230.259995,230.639999,229.589996,229.970001,229.970001,19617,90.754,90.77,90.94,90.685,16270,0.00%
2021-01-06,235.369995,235.5,233.910004,234.029999,234.029999,38388,90.754,90.2,90.79,90.195,29420,0.60%
2021-01-05,236.729996,237.520004,235.419998,235.75,235.75,38171,90.215,90.29,90.57,90.04,23810,-0.13%
2021-01-04,231.800003,233.509995,231.520004,233.399994,233.399994,29779,90.334,89.98,90.435,89.89,26610,0.30%
2020-12-31,230.5,230.880005,230,230,230,14772,90.064,90.485,90.6,89.995,23640,-0.42%
2020-12-30,230.839996,230.889999,230.289993,230.309998,230.309998,10474,90.442,90.09,90.72,90.055,30540,0.42%
2020-12-29,231.25,231.830002,231,231.360001,231.360001,13180,90.068,89.84,90.23,89.625,38410,0.31%
2020-12-24,231.229996,231.619995,230.880005,231.350006,231.350006,13335,89.791,89.33,89.97,89.325,23330,0.32%
2020-12-23,232.75,232.75,230.809998,231.149994,231.149994,19284,89.502,89.39,89.795,89.165,40290,0.10%
2020-12-22,231.75,232.919998,231.600006,232.75,232.75,24690,89.409,89.845,89.845,89.39,19180,-0.49%
2020-12-21,237.990005,237.990005,231.899994,234.869995,234.869995,22802,89.845,89.87,89.925,89.39,28260,-0.05%
2020-12-18,231.179993,239.160004,230.779999,239.160004,239.160004,34300,89.894,89.52,89.965,89.475,13090,0.27%
2020-12-17,230.169998,230.5,229.570007,230.039993,230.039993,42872,89.649,89.868,89.9,89.515,65401,-0.30%
2020-12-16,229.589996,230.289993,229.289993,229.839996,229.839996,47439,89.918,90.16,90.165,89.785,17250,-0.40%
2020-12-15,227.020004,228.740005,226.449997,228.690002,228.690002,23155,90.275,90.26,90.32,89.895,18460,0.03%
2020-12-14,227.550003,228.229996,227.509995,227.679993,227.679993,24674,90.25,90.185,90.31,90.075,10830,-0.10%
2020-12-11,228.199997,228.600006,227.080002,227.630005,227.630005,42701,90.34,90.535,90.58,90.05,27550,-0.23%
2020-12-10,231.330002,231.449997,230.139999,230.270004,230.270004,32352,90.546,90.1,90.62,89.95,21870,0.66%
2020-12-09,236.089996,236.270004,233.419998,234.169998,234.169998,33128,89.949,90.045,90.95,89.925,39250,0.00%
2020-12-08,234.869995,235.869995,234.789993,235.550003,235.550003,25620,89.953,89.8,90.055,89.755,17930,0.24%
2020-12-07,231.080002,231.600006,230.779999,231.559998,231.559998,38813,89.741,90.165,90.18,89.64,29480,-0.68%
